"","Q.1","Q.2","Q.3","Q.4","Q.5","Q.6","Q.7","Q.8","Q.9","Q.10","Q.11","Q.12","Q.13","Q.14","Q.15","Q.16","Q.17","Q.18","Q.19","Q.20","Q.21","Q.22","Q.23","Q.24","Q.25","Q.26","Q.27","Q.28","Q.29","Q.30","Q.31","Q.32","Q.33","Q.34","Q.35","Q.36","age","gender","country","avoidance","anxiety"
"14891",3,4,5,4,1,4,1,4,2,4,3,1,1,4,4,1,3,4,4,4,4,4,1,5,4,1,4,4,4,5,5,5,5,4,5,4,24,"2","GB",-21,58
"14892",3,2,4,2,3,1,1,1,4,1,4,1,1,3,2,1,3,2,2,1,2,2,2,1,2,1,3,2,3,3,2,1,4,5,3,1,40,"2","GB",-2,27
"14893",5,2,2,5,5,2,4,5,5,1,4,1,5,1,1,1,4,2,2,1,1,5,5,1,1,1,1,2,1,1,3,1,1,5,1,1,34,"1","GB",25,28
"14894",4,3,2,4,4,3,4,3,4,4,4,3,4,3,2,3,3,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,4,2,3,3,34,"1","GB",9,55
"14895",4,4,2,0,4,4,4,2,4,4,4,3,4,2,2,3,4,4,2,2,4,2,4,2,3,4,3,5,2,2,2,2,2,3,2,2,49,"2","GB",16,46
"14896",1,4,4,4,4,3,2,4,2,2,2,4,2,1,1,3,1,5,4,4,4,2,2,4,5,2,5,2,3,2,5,2,5,4,5,2,28,"2","GB",-17,50
"14897",1,4,2,3,2,4,3,3,4,4,2,4,2,1,5,2,2,3,3,2,4,2,2,4,4,2,5,2,2,2,4,4,4,5,4,1,23,"2","GB",-11,48
"14898",2,4,3,5,2,3,3,4,3,2,4,1,4,4,5,3,2,4,4,2,5,2,3,2,4,3,5,1,2,4,4,4,4,3,4,1,19,"2","GB",-7,48
"14899",4,2,2,3,4,3,4,3,4,3,4,1,4,4,2,2,3,2,2,2,3,4,4,2,1,3,2,2,2,2,2,2,3,2,2,2,19,"2","GB",16,36
"14900",2,4,5,5,4,4,1,5,2,3,4,3,3,4,5,3,4,4,4,4,5,3,3,3,4,3,3,4,4,5,4,5,4,3,3,4,22,"1","GB",-8,63
"14901",5,5,4,4,2,3,1,4,3,4,2,1,1,5,1,1,2,5,4,4,4,2,2,5,1,2,1,4,4,5,2,5,4,5,4,5,25,"1","GB",-3,65
"14902",4,0,3,2,3,2,3,2,4,2,2,2,3,2,3,2,3,2,4,2,4,4,3,2,4,2,4,2,3,3,4,2,4,2,3,2,50,"1","GB",-3,29
"14903",3,2,4,2,2,3,2,2,3,4,3,2,2,3,3,2,2,2,3,2,4,4,3,2,3,4,2,1,3,4,3,2,2,4,3,3,48,"1","GB",-2,40
"14904",2,2,4,2,4,4,2,2,2,4,2,2,4,3,0,2,2,4,4,2,4,4,2,2,4,2,4,2,2,2,4,2,4,4,4,2,44,"2","GB",-6,39
"14905",1,5,4,5,1,5,1,5,1,5,1,4,1,5,4,5,1,5,5,5,1,1,1,5,4,4,4,5,5,5,4,5,4,5,5,4,23,"2","GB",-30,81
"14906",4,4,4,2,4,4,3,4,2,3,3,2,3,2,4,2,2,4,4,4,2,4,3,4,2,2,4,2,2,3,4,4,3,3,3,3,21,"1","GB",-4,48
"14907",3,5,4,5,5,5,2,5,2,5,2,4,2,5,4,4,4,5,3,3,3,1,4,5,3,3,3,4,5,4,4,5,5,5,4,5,15,"2","GB",-8,76
"14908",2,3,4,3,3,4,2,1,3,2,2,1,4,4,3,1,3,2,4,1,1,4,2,2,1,1,2,1,1,2,4,3,3,4,3,1,34,"1","GB",-3,32
"14909",4,2,4,3,3,2,3,2,4,2,3,2,2,1,2,2,2,3,4,4,4,4,2,4,2,2,3,2,2,4,4,4,0,2,4,3,39,"1","GB",2,40
"14910",4,2,2,4,4,5,4,4,4,5,4,4,4,2,2,4,5,4,1,4,5,3,2,5,1,4,2,4,1,5,2,4,4,5,2,5,41,"2","GB",19,67
"14911",2,5,2,5,1,5,1,5,3,5,2,3,2,2,4,4,3,5,0,0,2,1,1,4,3,4,0,1,4,4,4,4,4,5,4,4,14,"1","GB",-8,64
"14912",2,5,3,4,2,5,2,5,2,5,3,2,2,4,2,1,2,5,4,2,1,2,2,3,2,5,2,3,4,5,2,4,4,4,3,4,18,"2","GB",-8,64
"14913",5,5,1,5,2,5,4,4,5,5,5,5,4,4,1,5,5,5,1,5,5,1,5,5,5,5,4,1,5,5,4,5,4,5,5,3,25,"2","GB",10,76
"14914",5,2,1,5,5,5,5,5,5,3,2,1,5,5,1,1,5,4,1,1,5,1,5,3,1,1,1,4,1,1,1,2,1,2,1,1,42,"1","GB",33,45
"14915",3,5,4,4,2,5,2,4,3,5,2,2,2,2,5,2,2,3,2,2,4,2,2,4,4,3,4,1,2,4,4,2,4,4,4,2,31,"2","GB",-11,52
"14916",3,5,4,4,2,4,2,4,2,4,2,4,2,4,4,4,2,4,4,4,2,1,2,4,4,4,4,3,4,4,4,4,4,5,5,4,23,"2","GB",-18,68
"14917",4,2,3,1,2,2,2,1,1,1,1,4,1,1,1,2,3,1,4,1,3,1,3,2,3,2,4,1,3,2,4,2,2,3,4,1,16,"1","GB",-8,28
"14918",2,2,5,4,1,4,1,3,1,2,1,2,1,3,4,1,1,4,4,2,2,4,1,4,3,2,4,2,3,4,4,4,4,2,4,4,25,"2","GB",-24,45
"14919",4,5,4,3,2,5,2,5,2,5,2,2,3,2,2,3,2,4,4,2,4,2,3,4,2,3,2,2,1,2,4,2,4,3,4,2,23,"2","GB",-3,52
"14920",5,5,3,4,4,2,5,4,4,2,3,1,4,3,4,2,3,5,3,2,2,2,4,0,4,2,4,4,4,2,5,4,4,2,4,2,36,"2","GB",-1,44
"14921",5,3,2,3,5,3,5,3,5,4,5,2,5,3,1,2,5,4,1,4,5,3,4,5,2,3,1,1,1,4,1,4,3,5,3,5,71,"1","GB",29,55
"14922",4,4,4,4,2,4,2,4,3,4,2,4,2,4,4,4,2,5,2,5,3,2,2,5,4,4,4,4,4,4,4,4,4,5,4,4,18,"2","GB",-12,70
"14923",3,5,4,4,3,5,4,4,2,4,3,0,4,3,1,2,3,4,4,2,5,5,2,2,2,3,5,1,1,2,4,2,3,2,3,2,27,"2","GB",2,42
"14924",5,5,3,4,4,4,4,4,2,4,4,5,2,2,4,4,4,2,2,4,4,3,2,4,4,3,4,2,2,4,2,4,4,4,3,5,23,"2","GB",3,61
"14925",3,5,3,5,3,5,4,3,4,5,3,4,4,4,2,2,3,2,2,2,4,2,3,3,1,4,2,4,4,3,2,2,3,4,3,3,22,"1","GB",9,58
"14926",4,4,4,4,2,5,1,5,2,4,2,5,1,5,5,4,2,5,5,5,2,2,2,3,4,4,4,5,3,4,4,2,3,5,5,5,31,"1","GB",-19,72
"14927",3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,1,4,4,2,4,2,4,2,1,3,2,2,4,2,2,2,2,17,"1","GB",0,33
"14928",1,4,5,5,1,2,2,2,2,1,2,3,2,4,5,4,1,3,4,3,2,5,2,2,5,4,5,3,4,3,5,4,5,5,5,2,22,"2","GB",-28,49
"14929",4,2,2,2,3,2,4,3,5,3,4,2,4,2,1,2,4,2,2,2,5,5,4,2,2,2,2,1,1,2,2,2,1,2,2,2,34,"1","GB",22,30
"14930",4,4,2,4,2,4,5,4,4,4,4,2,4,4,2,1,4,4,2,2,5,2,4,4,1,1,2,4,1,3,1,4,2,4,2,3,15,"1","GB",21,54
"14931",2,4,4,4,3,4,4,3,3,2,2,2,3,4,3,2,2,4,4,4,3,2,2,4,2,2,4,4,4,2,4,2,3,4,4,2,58,"2","GB",-8,51
"14932",2,4,4,4,4,5,2,4,2,4,2,4,2,4,4,4,2,4,4,4,4,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,45,"2","GB",-13,67
"14933",5,5,2,4,4,4,3,4,4,3,4,2,4,4,1,1,0,3,2,1,3,2,4,2,1,1,1,1,1,1,1,1,1,4,2,1,17,"2","GB",19,40
"14934",2,5,5,5,2,4,1,5,2,4,2,4,1,1,1,3,2,4,4,3,2,2,2,2,5,3,4,2,5,5,5,4,4,5,4,4,21,"1","GB",-21,61
"14935",2,2,3,4,4,2,4,2,3,2,2,3,4,2,4,4,2,2,3,2,5,4,4,2,4,2,4,3,3,4,4,3,4,2,3,4,27,"2","GB",-2,41
"14936",3,4,3,4,4,4,2,3,4,3,3,1,2,2,4,2,3,2,2,2,3,3,3,4,2,2,2,2,4,4,3,4,4,4,3,3,17,"2","GB",0,47
"14937",2,2,4,3,3,2,2,2,2,2,2,2,2,1,4,2,2,2,3,2,2,4,3,2,4,2,4,1,4,2,4,1,4,1,4,0,52,"2","GB",-15,25
"14938",3,5,4,4,3,4,2,4,3,4,2,2,2,5,4,3,2,4,2,4,4,2,2,4,4,4,4,4,4,3,4,4,4,5,4,3,22,"1","GB",-11,64
"14939",2,4,5,3,2,4,1,4,2,3,2,4,2,4,4,4,3,4,4,1,2,2,2,3,4,4,4,4,2,5,3,5,5,3,5,4,15,"1","GB",-18,61
"14940",2,2,4,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,5,2,2,4,2,2,5,2,5,3,3,3,5,3,4,2,4,2,49,"2","GB",-22,33
"14941",4,1,5,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,5,3,1,5,1,4,5,1,5,1,4,2,4,1,5,1,4,1,24,"1","GB",-29,18
"14942",1,4,5,3,1,0,1,4,1,5,1,3,1,4,5,3,2,2,5,4,2,1,1,4,4,3,5,3,4,4,5,4,4,5,4,1,17,"1","GB",-30,55
"14943",4,4,5,4,2,4,2,5,3,4,3,3,2,5,3,3,3,5,4,4,2,2,2,4,3,3,4,4,4,3,4,3,4,5,4,2,19,"1","GB",-12,63
"14944",1,2,5,3,1,2,1,1,1,4,1,2,2,2,3,1,2,4,5,2,4,4,3,2,3,2,3,4,4,2,2,4,2,1,3,1,15,"2","GB",-14,35
"14945",4,1,5,3,1,1,1,1,3,1,1,3,1,4,4,1,1,1,5,1,1,0,1,3,1,1,3,1,5,3,5,3,5,4,4,1,19,"1","GB",-23,33
"14946",2,4,5,3,2,4,2,4,2,5,2,4,2,4,4,3,2,4,4,3,2,2,2,4,3,3,3,2,3,3,4,4,4,5,4,3,25,"1","GB",-16,60
"14947",4,5,2,2,3,2,4,2,4,3,2,2,4,2,2,2,4,2,3,2,5,4,5,2,4,2,3,1,1,2,3,2,4,4,4,2,24,"1","GB",9,35
"14948",4,5,4,5,3,5,3,5,3,5,3,1,3,5,2,1,3,5,1,5,3,2,2,5,3,5,3,5,3,1,5,2,5,5,5,1,53,"2","GB",-4,64
"14949",4,5,3,5,5,5,5,5,3,5,5,3,2,4,3,2,4,5,2,4,4,2,3,5,4,4,3,4,2,4,4,4,3,5,2,4,16,"2","GB",9,71
"14950",2,2,3,3,4,4,4,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,4,4,58,"1","GB",-3,50
"14951",2,4,5,3,2,4,1,3,3,3,2,1,1,1,4,1,1,1,4,1,4,3,1,2,3,3,5,1,3,1,5,2,4,5,5,1,54,"2","GB",-21,34
"14952",1,5,4,4,2,3,2,5,1,1,2,5,2,5,5,4,2,5,5,3,4,1,2,5,5,2,5,5,5,5,5,5,5,5,5,5,18,"2","GB",-26,71
"14953",2,2,5,4,2,2,1,4,1,2,1,2,2,2,4,1,1,1,4,3,1,5,1,3,5,1,5,1,3,3,5,4,5,4,1,4,22,"2","GB",-25,38
"14954",1,3,3,4,3,4,1,3,1,4,2,1,2,3,5,2,3,2,3,2,4,4,4,4,5,4,5,2,2,3,4,4,5,4,5,2,29,"1","GB",-16,47
"14955",2,2,4,4,4,4,3,2,4,2,3,2,3,1,2,4,2,2,4,1,4,4,3,2,4,2,4,1,2,4,4,4,4,4,2,1,22,"2","GB",-2,38
"14956",2,4,4,3,4,4,3,3,2,2,3,2,4,2,4,4,2,4,2,2,4,4,4,3,3,4,2,1,2,2,4,2,4,2,4,1,16,"2","GB",-1,41
"14957",2,4,4,4,3,5,1,5,2,5,2,2,2,4,4,2,1,5,4,4,1,2,1,5,5,2,0,3,4,5,5,5,5,4,5,5,17,"2","GB",-21,67
"14958",3,5,2,3,4,5,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,16,"2","GB",7,59
"14959",4,2,4,2,4,2,4,1,2,2,2,1,4,2,2,1,4,2,2,4,4,4,2,4,2,2,3,1,2,2,3,5,4,1,3,2,15,"2","GB",5,32
"14960",1,4,5,4,1,5,4,0,2,4,1,3,1,5,5,4,1,4,5,4,4,2,1,4,5,4,5,2,3,4,5,5,4,4,4,4,17,"1","GB",-25,62
"14961",2,4,4,4,1,5,1,5,2,5,1,1,3,4,4,4,1,4,4,4,2,2,1,5,2,4,4,4,4,4,4,4,4,3,3,4,16,"1","GB",-19,66
"14962",4,5,3,4,4,5,3,5,5,5,4,5,4,5,2,2,5,4,2,2,4,1,3,2,1,1,2,4,2,1,2,1,3,5,3,1,16,"2","GB",16,56
"14963",2,5,4,5,4,5,2,4,2,5,4,4,2,5,4,4,2,5,2,4,4,2,0,4,2,5,2,1,2,3,4,3,4,4,4,2,15,"2","GB",-6,66
"14964",2,1,4,5,3,4,3,4,2,5,3,3,3,4,4,2,2,2,3,1,4,3,2,2,4,4,4,3,4,0,4,1,5,4,4,1,25,"1","GB",-12,43
"14965",3,4,4,3,5,2,4,2,5,3,4,3,5,5,1,2,2,4,4,4,5,2,2,4,2,3,2,3,1,3,2,4,4,2,2,2,34,"2","GB",13,51
"14966",2,4,5,4,1,4,1,4,1,3,2,3,2,4,5,2,2,4,4,2,3,2,2,2,4,2,4,2,4,4,4,3,4,4,4,2,36,"1","GB",-22,51
"14967",2,4,5,3,2,4,1,1,1,3,1,1,1,4,5,1,4,4,5,4,4,4,4,4,5,1,5,3,4,4,5,4,4,1,2,1,29,"1","GB",-20,43
"14969",4,5,3,5,2,5,2,5,3,5,4,3,2,5,3,3,4,5,2,4,4,1,1,5,3,4,2,5,3,4,2,4,3,5,3,3,20,"1","GB",2,74
"14970",5,3,1,4,5,3,5,2,4,2,5,3,4,4,1,3,4,3,1,3,5,2,5,4,2,2,2,3,1,4,2,4,2,2,2,2,19,"2","GB",28,49
"14971",3,2,4,4,1,4,2,2,2,2,1,2,2,2,4,1,1,3,4,1,5,4,2,3,4,1,4,2,4,2,4,4,4,5,2,2,40,"2","GB",-15,38
"14972",1,1,5,3,1,3,1,3,1,1,1,3,1,1,5,3,1,3,5,1,1,4,1,1,5,1,5,1,5,4,5,2,5,4,5,1,19,"2","GB",-36,32
"14973",3,4,2,4,5,3,4,2,4,1,5,2,5,5,1,3,4,5,2,1,4,4,2,5,4,2,4,4,2,1,1,4,4,5,2,1,16,"2","GB",14,48
"14974",2,1,3,1,3,2,4,1,3,3,3,3,3,1,2,1,3,1,5,2,5,5,3,1,2,1,2,1,3,1,3,1,1,1,2,1,44,"1","GB",6,18
"14975",5,1,2,1,5,1,5,1,5,2,2,1,2,1,1,1,4,1,3,1,5,5,4,1,1,1,2,1,2,1,1,1,1,2,1,1,22,"0","GB",23,14
"14976",4,5,3,2,1,3,1,4,2,1,1,1,1,4,3,1,1,1,5,2,4,2,1,2,5,1,4,3,3,5,4,3,4,3,5,5,17,"2","GB",-20,44
"14977",3,4,4,2,2,2,1,1,1,1,1,1,1,1,5,1,1,4,5,3,4,4,1,3,5,1,5,1,3,1,5,4,4,4,5,3,50,"2","GB",-26,33
"14978",2,3,3,4,5,4,5,2,2,3,4,1,2,2,5,1,3,3,3,4,3,3,2,2,5,4,5,2,4,1,5,1,4,4,4,1,19,"2","GB",-10,39
"14979",1,5,2,4,5,4,4,3,4,5,5,3,5,4,3,4,4,5,1,4,4,1,3,4,3,3,4,3,1,4,1,4,3,4,4,2,19,"2","GB",13,64
"14980",2,5,4,4,2,4,2,4,2,4,2,1,2,2,4,1,1,5,5,2,2,1,1,3,4,2,5,1,4,4,4,2,5,4,5,4,16,"2","GB",-24,51
"14981",3,5,2,3,4,5,4,5,4,5,4,2,5,5,4,2,4,4,1,4,4,1,3,5,4,4,3,2,2,5,4,4,4,5,4,3,18,"2","GB",7,67
"14982",1,4,3,3,2,4,2,4,2,3,2,4,2,4,4,4,2,3,3,2,2,2,2,4,4,2,4,4,3,4,4,4,4,4,4,3,21,"2","GB",-16,58
"14983",2,4,4,2,2,4,2,3,2,5,2,2,2,2,4,2,2,3,4,3,4,2,2,2,2,4,4,2,4,2,4,2,4,3,4,1,18,"2","GB",-14,44
"14984",3,5,4,4,2,3,2,4,2,4,2,4,2,0,4,3,4,5,4,3,2,1,1,5,4,3,4,3,4,5,4,4,4,5,4,4,15,"1","GB",-16,63
"14985",1,5,4,5,5,5,1,4,2,4,4,4,3,2,3,4,4,5,3,5,4,2,3,5,4,5,4,2,3,4,3,4,3,4,3,4,25,"1","GB",-3,69
"14986",4,3,4,4,3,5,3,4,3,4,2,1,2,4,3,3,3,4,3,2,4,2,2,4,3,3,4,2,2,4,4,4,4,5,4,4,20,"2","GB",-5,58
"14987",4,4,5,3,1,4,1,4,2,4,2,3,1,5,5,4,1,4,4,4,2,2,1,4,5,2,5,4,5,4,4,4,5,5,5,4,17,"1","GB",-28,64
"14988",4,5,2,4,5,5,4,3,4,4,4,2,4,5,4,3,4,5,1,4,4,3,4,5,4,5,2,0,2,2,2,4,4,3,3,3,31,"2","GB",13,59
"14989",2,2,4,3,3,4,3,2,1,3,2,5,3,1,4,5,3,3,4,3,1,5,4,3,5,4,5,1,4,1,5,1,1,3,3,1,22,"2","GB",-13,40
"14990",4,5,4,5,4,5,5,3,4,1,4,1,4,5,1,1,4,3,3,1,4,1,3,1,2,1,3,1,3,2,1,4,4,5,3,2,17,"2","GB",12,45
"14991",4,4,1,4,4,4,4,4,4,4,4,4,4,5,2,3,4,4,2,2,4,2,3,4,1,3,2,3,2,4,2,4,3,4,4,4,23,"2","GB",16,62
"14992",4,1,4,3,3,2,3,2,3,2,3,2,3,1,2,2,3,3,3,2,5,5,3,2,2,2,2,2,1,3,2,2,2,2,1,3,44,"1","GB",11,31
"14993",1,4,5,4,1,4,1,4,1,2,1,1,1,4,5,2,2,4,5,3,1,2,1,5,5,2,5,2,4,4,5,2,5,4,5,2,17,"2","GB",-34,51
"14994",4,2,4,1,2,2,3,2,4,1,2,1,2,1,2,1,3,2,4,2,5,5,4,2,1,2,3,1,3,1,2,1,2,5,2,1,18,"2","GB",6,23
"14995",5,5,2,5,5,5,5,5,3,3,5,1,5,2,2,1,3,5,1,4,3,1,3,5,1,3,1,1,4,1,5,1,3,1,3,1,39,"1","GB",15,48
"14996",1,5,5,5,1,5,1,4,2,4,3,4,2,5,4,5,2,4,4,3,2,1,1,3,4,4,4,5,3,2,4,3,4,5,4,3,20,"1","GB",-21,68
"14997",2,2,4,2,4,3,3,4,3,2,2,3,3,3,4,2,3,4,3,4,5,4,3,5,4,3,4,1,2,4,4,3,4,5,3,2,19,"2","GB",-4,48
"14998",2,3,3,2,4,3,2,2,2,3,2,2,2,4,4,2,2,2,2,1,2,4,3,2,3,3,3,2,4,2,3,2,4,4,3,2,21,"2","GB",-8,37
"14999",4,4,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,3,2,2,2,4,4,4,2,41,"2","GB",-3,38
"15000",2,3,4,4,2,2,2,3,2,4,2,2,2,5,4,2,2,5,4,5,5,4,2,4,4,2,4,4,4,2,4,4,4,2,4,2,32,"1","GB",-15,51
"15001",4,4,2,4,4,4,4,4,5,4,4,3,4,5,2,4,4,4,2,2,4,2,2,3,0,4,4,4,2,3,2,3,4,4,4,2,20,"1","GB",13,59
"15002",1,4,5,2,2,3,1,4,1,5,2,4,1,3,4,3,1,3,4,3,1,2,1,4,4,4,4,2,4,5,5,5,5,4,5,4,27,"2","GB",-29,60
"15003",1,4,5,3,1,4,1,3,1,2,1,5,1,2,5,5,1,4,5,4,2,4,1,5,5,3,5,3,4,5,5,5,5,5,5,5,31,"1","GB",-34,63
"15004",4,1,3,3,3,1,1,1,1,1,3,1,1,1,3,3,4,1,3,1,3,1,3,1,1,4,3,1,1,1,3,3,2,1,2,1,55,"2","GB",2,25
"15005",2,4,3,3,4,2,2,3,1,1,3,2,2,5,5,1,2,4,4,1,4,2,1,4,5,3,5,1,1,2,4,5,0,4,4,5,20,"2","GB",-10,48
"15006",5,5,4,4,4,4,2,4,3,4,3,3,2,3,2,3,2,2,3,4,3,2,2,3,3,4,2,3,2,4,4,4,4,4,3,2,23,"2","GB",-1,58
"15007",4,4,2,5,4,4,4,4,4,4,2,2,2,4,2,2,4,2,3,2,4,2,3,3,2,4,2,2,2,2,2,2,2,4,2,2,41,"2","GB",12,50
"15008",1,5,5,5,4,5,4,5,3,5,4,3,4,5,4,4,3,5,4,5,3,1,3,5,4,3,4,5,4,3,4,3,4,5,4,3,52,"1","GB",-8,73
"15009",1,4,4,4,2,4,3,4,1,4,2,1,3,5,4,2,1,3,4,1,2,2,2,1,4,1,4,2,3,3,4,2,4,5,4,4,16,"1","GB",-18,48
"15010",1,5,5,5,4,4,1,4,4,5,5,5,4,5,3,4,2,4,3,5,4,1,4,4,3,4,4,5,2,3,4,1,5,5,5,2,20,"1","GB",-5,69
"15011",1,5,5,5,1,5,1,5,1,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,16,"1","GB",-36,80
"15012",2,5,4,4,2,5,2,5,2,5,2,4,2,5,4,4,1,5,4,4,2,2,1,4,4,4,4,4,4,5,4,5,4,5,5,2,18,"2","GB",-21,73
"15013",3,2,4,2,4,2,3,3,3,3,3,2,4,4,3,2,2,3,3,3,4,3,3,4,3,2,3,2,3,4,4,3,3,3,3,2,20,"2","GB",0,43
"15014",1,4,4,4,4,4,3,3,2,4,3,3,3,3,4,2,2,0,4,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,51,"1","GB",-14,54
"15015",1,5,4,5,1,5,3,5,2,5,4,4,4,5,4,4,4,5,3,5,1,1,2,5,5,5,4,5,3,4,2,3,2,4,2,3,35,"2","GB",-7,76
"15016",4,4,3,2,2,4,4,3,4,4,4,3,4,4,1,2,3,2,2,3,1,2,4,3,2,3,2,3,3,3,2,3,3,4,3,3,17,"2","GB",9,51
"15017",2,4,5,4,2,5,2,4,2,5,2,3,2,5,4,4,2,5,3,4,1,2,2,4,4,4,4,3,4,3,4,4,4,5,4,4,27,"2","GB",-19,68
"15018",3,4,4,3,2,4,2,3,2,3,2,1,2,1,4,1,2,1,2,2,4,4,3,2,5,2,3,2,3,2,3,2,3,4,3,1,22,"1","GB",-8,34
"15020",1,3,5,3,1,3,1,1,1,3,1,4,1,2,5,5,1,4,4,4,4,3,1,4,4,4,5,3,3,2,4,3,4,4,4,2,51,"1","GB",-26,51
"15021",3,3,2,3,3,1,2,2,4,2,4,1,4,4,2,1,2,2,3,1,5,4,2,3,2,2,4,2,2,2,4,1,4,5,3,1,22,"1","GB",3,32
"15022",3,2,4,2,1,4,2,2,2,2,3,1,2,2,3,1,2,3,4,1,4,4,2,2,1,1,3,3,2,2,3,1,3,1,4,1,23,"2","GB",-6,27
"15023",3,4,4,2,2,5,3,5,3,5,2,2,3,5,4,3,2,4,4,3,3,1,2,4,3,3,4,5,4,4,4,4,4,5,4,1,16,"2","GB",-12,63
"15024",2,4,4,4,2,5,2,4,2,4,2,3,2,1,5,1,3,3,3,3,5,2,3,1,5,3,4,1,1,4,4,4,4,2,3,2,54,"2","GB",-10,47
"15025",2,3,4,2,2,2,2,4,2,3,2,2,2,2,4,2,2,3,4,2,2,4,2,2,4,2,4,2,4,2,4,2,4,3,4,2,20,"2","GB",-18,36
"15026",2,2,5,2,2,2,1,2,2,3,1,1,2,2,4,1,1,2,4,2,2,2,4,3,5,2,4,2,4,3,5,1,5,5,4,2,18,"1","GB",-23,35
"15027",1,5,5,5,1,5,1,5,1,5,1,5,1,5,5,5,1,5,2,4,2,1,1,5,4,5,4,5,3,4,3,3,4,2,4,3,61,"2","GB",-24,75
"15028",5,1,1,1,5,0,5,0,5,1,0,1,5,1,1,1,4,4,2,1,5,5,5,1,1,1,2,1,1,1,1,4,3,5,1,1,24,"2","GB",26,20
"15029",1,4,5,4,1,4,1,4,1,5,1,3,1,4,4,3,2,3,3,5,3,2,1,4,4,4,4,3,3,5,4,3,4,5,5,4,17,"1","GB",-24,65
"15030",4,1,4,2,4,2,3,2,3,2,2,1,4,1,3,2,3,2,2,3,4,5,3,3,1,4,4,5,2,2,4,1,3,4,4,2,23,"1","GB",3,34
"15031",4,1,4,2,2,2,2,1,3,1,2,1,1,1,4,1,1,1,4,1,2,4,2,4,4,2,4,2,4,2,3,2,5,1,4,2,18,"1","GB",-17,23
"15032",2,4,5,4,3,5,1,3,4,4,3,5,2,1,3,5,1,5,3,5,3,2,1,4,3,4,4,1,4,5,4,5,5,4,5,4,23,"2","GB",-16,66
"15033",3,1,5,3,4,4,3,4,3,3,3,2,2,1,3,1,3,2,2,3,2,4,2,2,2,2,2,2,3,2,4,2,4,2,2,1,39,"1","GB",-2,33
"15034",1,1,5,1,1,1,1,1,1,3,1,3,1,1,5,3,1,4,5,4,1,5,1,1,1,4,2,4,4,4,4,4,5,5,5,2,28,"1","GB",-27,41
"15035",4,4,2,4,2,4,4,4,4,3,4,2,4,2,2,2,3,2,2,2,4,2,3,3,2,3,2,4,2,2,4,2,4,4,4,2,38,"1","GB",8,47
"15036",2,1,4,2,1,1,2,2,2,2,2,2,2,4,4,2,2,4,5,2,4,4,2,3,4,1,5,2,3,4,4,5,5,4,5,4,20,"2","GB",-20,41
"15037",2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,2,2,4,2,2,3,2,4,2,4,3,4,4,4,2,4,2,49,"2","GB",-17,35
"15038",2,4,5,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,5,1,5,0,4,3,4,2,5,4,5,2,36,"2","GB",-27,28
"15039",2,4,4,3,2,4,1,4,2,3,2,2,2,4,3,2,2,3,4,2,3,2,2,2,3,2,4,3,4,2,4,2,4,4,4,2,19,"1","GB",-16,46
"15040",4,5,2,4,4,4,3,4,4,4,4,2,4,5,2,3,4,3,1,2,4,1,2,2,1,4,2,5,3,3,1,2,2,5,4,3,21,"1","GB",15,59
"15041",1,5,4,4,4,4,1,4,2,5,2,4,2,5,4,4,2,5,4,5,1,1,1,5,3,3,4,5,5,5,5,5,5,5,5,5,51,"2","GB",-23,77
"15042",1,4,5,4,1,5,1,4,1,4,2,5,1,4,5,4,1,4,4,0,1,2,1,5,5,5,5,4,5,5,5,4,5,5,5,5,17,"2","GB",-34,69
"15043",4,4,4,4,4,4,2,4,2,4,2,2,2,4,4,2,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,16,"1","GB",-14,60
"15044",2,3,4,3,2,4,2,4,1,3,2,4,2,4,5,2,2,2,3,4,4,3,2,4,4,2,4,2,4,4,4,3,4,5,4,4,18,"1","GB",-17,54
"15045",2,5,4,5,3,4,3,5,3,5,5,5,4,5,2,5,2,4,2,5,5,1,2,3,4,5,3,3,4,3,5,4,4,4,4,4,16,"1","GB",-3,73
"15046",4,2,2,3,4,5,4,3,4,5,4,1,4,2,2,1,4,2,3,2,5,4,4,1,1,2,3,1,1,4,1,1,4,4,2,1,26,"2","GB",18,36
"15047",4,4,2,4,4,4,4,4,4,4,4,1,4,4,2,2,4,4,2,1,2,2,4,2,2,2,4,2,2,2,2,2,4,4,4,2,18,"2","GB",10,46
